edge_id,end_vertex,length,n_points,start_vertex
910,-1,1.5000005063656372,2,10269
911,-1,3.7797612900775714,2,10270
912,-1,3.779767562852123,2,10270
913,-1,1.4999984876283892,2,10272
914,-1,1.500001645180426,2,10274
915,10087,3.984968828500749,3,10275
916,-1,3.779759033317782,2,10277
917,-1,2.381099772746159,2,10294
918,-1,2.38109457343253,2,10294
919,-1,1.500003979865925,2,10296
920,-1,3.7797573209554938,2,10297
921,-1,1.4999934131290185,2,10312
922,-1,1.4999998965571766,2,10316
923,10049,3.4603684636953553,3,10316
924,-1,1.500002660572808,2,10323
925,-1,1.4999944384465655,2,10323
926,9349,3.457847375749413,3,10330
927,-1,9.52440386537616,2,10332
928,-1,9.524404585427238,2,10332
929,-1,3.7797569678140284,2,10341
930,-1,15.119043380465655,2,10347
931,-1,2.381109634709541,2,10350
932,-1,2.3810941750766523,2,10350
933,-1,2.381097266375671,2,10354
934,-1,2.381106942464865,2,10354
935,-1,3.779758609059556,2,10355
936,-1,1.4999981115919214,2,10357
937,-1,1.1905509732026462,2,10358
938,-1,2.381100087460135,2,10363
939,-1,1.4999935870736656,2,10365
940,-1,1.500002642858308,2,10366
941,-1,2.3811091321078894,2,10375
942,-1,2.3811014647794253,2,10375
943,-1,1.5000002107311203,2,10376
944,-1,1.499995101700921,2,10389
945,-1,2.381103798070207,2,10399
946,-1,2.3811036445514384,2,10399
947,-1,3.779771070678321,2,10400
948,-1,5.999997916417611,2,10405
949,-1,2.381091205302592,2,10408
950,-1,2.3811033775558754,2,10416
951,-1,3.7797649932176807,2,10419
952,-1,3.7797673417495017,2,10419
953,-1,3.779769930732183,2,10419
954,-1,1.4999976425102701,2,10422
955,-1,1.500001389144587,2,10424
956,-1,2.381106979720006,2,10428
957,-1,2.3811046749481983,2,10434
958,10323,3.1235552148009864,3,10436
959,-1,5.99999931313501,2,10438
960,-1,3.7797607310330976,2,10452
961,-1,3.779763769818115,2,10452
962,-1,6.000005575689846,2,10456
963,-1,2.381100409657509,2,10458
964,-1,2.381097736829163,2,10458
965,-1,1.4999981100348645,2,10459
966,-1,1.499999588685209,2,10460
967,-1,1.5000007253885455,2,10460
968,-1,2.3811076864509033,2,10461
969,-1,2.3811076864509033,2,10461
970,-1,3.7797632821983576,2,10464
971,-1,2.381112478660408,2,10470
972,-1,3.7797666142012827,2,10471
973,-1,3.779769598089017,2,10471
974,-1,3.7797541230848046,2,10473
975,-1,3.779772065473486,2,10473
976,-1,5.999997997699256,2,10492
977,-1,2.381106713800425,2,10495
978,-1,2.3810893023440034,2,10505
979,-1,3.779762756026324,2,10506
980,10499,4.125057225012574,3,10509
981,-1,6.000010222115112,2,10510
982,-1,2.381102606738026,2,10517
983,-1,0.7499990815328075,2,10520
984,-1,3.7797554188359817,2,10526
985,-1,3.779754751283289,2,10526
986,-1,3.7797647997883685,2,10531
987,-1,2.381096244201697,2,10535
988,10483,3.9672038543928614,3,10540
989,-1,2.3811095603460153,2,10550
990,-1,2.381095780123714,2,10550
991,-1,6.000012293368084,2,10552
992,-1,2.381108678788488,2,10554
993,-1,2.381101066510261,2,10554
